expert_id,case_id,side,expert_name,discipline,primary_issue,report_filename,deposition_taken,daubert_motion_filed,daubert_outcome,trial_testimony_given,jury_reliance_indicator
EXP-S2017-061-DF-0,C-2017-1001,them,Dr. Maria Taylor,industry_practices,causation,expert_reports/C-2017-1001_DX_Expert_0.pdf,true,true,denied,false,excluded_plaintiff_expert
EXP-S2017-061-PL-1,C-2017-1001,us,Dr. Robert Thomas,forensics,misappropriation,expert_reports/C-2017-1001_PX_Expert_1.pdf,true,true,granted_in_part,true,limited_plaintiff_damages
EXP-S2017-062-PL-0,C-2017-1002,us,Dr. Robert Anderson,industry_practices,unjust_enrichment,expert_reports/C-2017-1002_PX_Expert_0.pdf,true,true,denied,false,relied_on_defense_industry
EXP-S2017-063-DF-0,C-2017-1003,them,Dr. Linda Thomas,forensics,apportionment,expert_reports/C-2017-1003_DX_Expert_0.pdf,true,true,denied,false,relied_on_defense_technical
EXP-S2017-063-PL-1,C-2017-1003,us,Dr. David White,statistics,misappropriation,expert_reports/C-2017-1003_PX_Expert_1.pdf,true,false,none,false,
EXP-S2017-064-PL-0,C-2017-1004,us,Dr. David Jackson,industry_practices,unjust_enrichment,expert_reports/C-2017-1004_PX_Expert_0.pdf,true,true,granted,true,
EXP-S2017-065-DF-0,C-2017-1005,them,Dr. Patricia White,forensics,lost_profits,expert_reports/C-2017-1005_DX_Expert_0.pdf,true,false,none,true,relied_on_plaintiff_damages
EXP-S2017-065-PL-1,C-2017-1005,us,Dr. Richard Martin,industry_practices,causation,expert_reports/C-2017-1005_PX_Expert_1.pdf,true,true,none,true,relied_on_defense_industry
EXP-S2017-066-PL-0,C-2017-1006,us,Dr. Richard Harris,forensics,valuation,expert_reports/C-2017-1006_PX_Expert_0.pdf,true,true,granted,true,excluded_plaintiff_expert
EXP-S2017-067-DF-0,C-2017-1007,them,Dr. Barbara Martin,statistics,causation,expert_reports/C-2017-1007_DX_Expert_0.pdf,true,true,none,false,relied_on_plaintiff_damages
EXP-S2017-067-PL-1,C-2017-1007,us,Dr. Joseph Garcia,forensics,lost_profits,expert_reports/C-2017-1007_PX_Expert_1.pdf,true,true,none,false,
EXP-S2017-068-PL-0,C-2017-1008,us,Dr. Joseph Thompson,damages,misappropriation,expert_reports/C-2017-1008_PX_Expert_0.pdf,false,false,none,false,relied_on_defense_industry
EXP-S2017-069-DF-0,C-2017-1009,them,Dr. Susan Garcia,statistics,causation,expert_reports/C-2017-1009_DX_Expert_0.pdf,true,false,none,true,excluded_plaintiff_expert
EXP-S2017-069-PL-1,C-2017-1009,us,Dr. Thomas Robinson,industry_practices,apportionment,expert_reports/C-2017-1009_PX_Expert_1.pdf,false,true,none,true,limited_plaintiff_damages
EXP-S2017-070-PL-0,C-2017-1010,us,Dr. Thomas Martinez,statistics,misappropriation,expert_reports/C-2017-1010_PX_Expert_0.pdf,true,true,none,true,
EXP-S2017-071-DF-0,C-2017-1011,them,Dr. Jessica Robinson,forensics,causation,expert_reports/C-2017-1011_DX_Expert_0.pdf,true,false,none,false,
EXP-S2017-071-PL-1,C-2017-1011,us,Dr. Charles Lewis,statistics,misappropriation,expert_reports/C-2017-1011_PX_Expert_1.pdf,true,false,none,false,excluded_plaintiff_expert
EXP-S2017-072-PL-0,C-2017-1012,us,Dr. Charles Clark,forensics,misappropriation,expert_reports/C-2017-1012_PX_Expert_0.pdf,false,false,none,true,relied_on_defense_industry
EXP-S2017-073-DF-0,C-2017-1013,them,Dr. Karen Lewis,industry_practices,unjust_enrichment,expert_reports/C-2017-1013_DX_Expert_0.pdf,true,true,granted_in_part,true,limited_plaintiff_damages
EXP-S2017-073-PL-1,C-2017-1013,us,Dr. Daniel Walker,damages,causation,expert_reports/C-2017-1013_PX_Expert_1.pdf,true,false,none,false,limited_plaintiff_damages
EXP-S2017-074-PL-0,C-2017-1014,us,Dr. Daniel Lee,forensics,apportionment,expert_reports/C-2017-1014_PX_Expert_0.pdf,true,true,granted,true,mixed_weight
EXP-S2017-075-DF-0,C-2017-1015,them,Dr. Nancy Walker,industry_practices,lost_profits,expert_reports/C-2017-1015_DX_Expert_0.pdf,true,true,denied,true,
EXP-S2017-075-PL-1,C-2017-1015,us,Dr. Matthew Allen,forensics,causation,expert_reports/C-2017-1015_PX_Expert_1.pdf,false,false,none,false,mixed_weight
EXP-S2017-076-PL-0,C-2017-1016,us,Dr. Matthew Hall,industry_practices,apportionment,expert_reports/C-2017-1016_PX_Expert_0.pdf,true,false,none,true,excluded_plaintiff_expert
EXP-S2017-077-DF-0,C-2017-1017,them,Dr. Betty Allen,industry_practices,causation,expert_reports/C-2017-1017_DX_Expert_0.pdf,true,true,granted_in_part,true,excluded_plaintiff_expert
EXP-S2017-077-PL-1,C-2017-1017,us,Dr. Anthony King,damages,lost_profits,expert_reports/C-2017-1017_PX_Expert_1.pdf,true,true,denied,false,mixed_weight
EXP-S2017-078-PL-0,C-2017-1018,us,Dr. Anthony Young,statistics,unjust_enrichment,expert_reports/C-2017-1018_PX_Expert_0.pdf,true,true,granted_in_part,true,relied_on_plaintiff_damages
EXP-S2017-079-DF-0,C-2017-1019,them,Dr. Helen King,statistics,unjust_enrichment,expert_reports/C-2017-1019_DX_Expert_0.pdf,true,false,none,true,excluded_plaintiff_expert
EXP-S2017-079-PL-1,C-2017-1019,us,Dr. James Taylor,industry_practices,misappropriation,expert_reports/C-2017-1019_PX_Expert_1.pdf,true,true,none,true,relied_on_defense_technical
EXP-S2018-080-PL-0,C-2018-1000,us,Dr. James Wilson,forensics,unjust_enrichment,expert_reports/C-2018-1000_PX_Expert_0.pdf,true,true,none,true,mixed_weight
EXP-S2018-081-DF-0,C-2018-1001,them,Dr. Maria Taylor,statistics,misappropriation,expert_reports/C-2018-1001_DX_Expert_0.pdf,true,true,granted_in_part,true,relied_on_plaintiff_damages
EXP-S2018-081-PL-1,C-2018-1001,us,Dr. Robert Thomas,statistics,valuation,expert_reports/C-2018-1001_PX_Expert_1.pdf,false,true,granted,true,relied_on_defense_technical
EXP-S2018-082-PL-0,C-2018-1002,us,Dr. Robert Anderson,statistics,lost_profits,expert_reports/C-2018-1002_PX_Expert_0.pdf,false,true,granted,true,mixed_weight
EXP-S2018-083-DF-0,C-2018-1003,them,Dr. Linda Thomas,damages,unjust_enrichment,expert_reports/C-2018-1003_DX_Expert_0.pdf,true,true,denied,true,relied_on_plaintiff_damages
EXP-S2018-083-PL-1,C-2018-1003,us,Dr. David White,damages,misappropriation,expert_reports/C-2018-1003_PX_Expert_1.pdf,true,true,denied,true,limited_plaintiff_damages
EXP-S2018-084-PL-0,C-2018-1004,us,Dr. David Jackson,forensics,causation,expert_reports/C-2018-1004_PX_Expert_0.pdf,true,false,none,false,relied_on_plaintiff_damages
EXP-S2018-085-DF-0,C-2018-1005,them,Dr. Patricia White,industry_practices,causation,expert_reports/C-2018-1005_DX_Expert_0.pdf,true,true,none,true,excluded_plaintiff_expert
EXP-S2018-085-PL-1,C-2018-1005,us,Dr. Richard Martin,forensics,misappropriation,expert_reports/C-2018-1005_PX_Expert_1.pdf,false,true,denied,true,excluded_plaintiff_expert
EXP-S2018-086-PL-0,C-2018-1006,us,Dr. Richard Harris,statistics,apportionment,expert_reports/C-2018-1006_PX_Expert_0.pdf,true,true,none,false,mixed_weight
EXP-S2018-087-DF-0,C-2018-1007,them,Dr. Barbara Martin,statistics,unjust_enrichment,expert_reports/C-2018-1007_DX_Expert_0.pdf,false,false,none,false,relied_on_defense_industry
EXP-S2018-087-PL-1,C-2018-1007,us,Dr. Joseph Garcia,statistics,lost_profits,expert_reports/C-2018-1007_PX_Expert_1.pdf,false,false,none,true,limited_plaintiff_damages
EXP-S2018-088-PL-0,C-2018-1008,us,Dr. Joseph Thompson,industry_practices,causation,expert_reports/C-2018-1008_PX_Expert_0.pdf,true,true,denied,true,mixed_weight
EXP-S2018-089-DF-0,C-2018-1009,them,Dr. Susan Garcia,forensics,unjust_enrichment,expert_reports/C-2018-1009_DX_Expert_0.pdf,true,true,granted,false,limited_plaintiff_damages
EXP-S2018-089-PL-1,C-2018-1009,us,Dr. Thomas Robinson,statistics,valuation,expert_reports/C-2018-1009_PX_Expert_1.pdf,true,false,none,true,mixed_weight
EXP-S2018-090-PL-0,C-2018-1010,us,Dr. Thomas Martinez,forensics,unjust_enrichment,expert_reports/C-2018-1010_PX_Expert_0.pdf,true,true,none,true,excluded_plaintiff_expert
EXP-S2018-091-DF-0,C-2018-1011,them,Dr. Jessica Robinson,damages,valuation,expert_reports/C-2018-1011_DX_Expert_0.pdf,true,false,none,true,excluded_plaintiff_expert
EXP-S2018-091-PL-1,C-2018-1011,us,Dr. Charles Lewis,statistics,misappropriation,expert_reports/C-2018-1011_PX_Expert_1.pdf,true,true,granted,false,relied_on_defense_industry
EXP-S2018-092-PL-0,C-2018-1012,us,Dr. Charles Clark,statistics,valuation,expert_reports/C-2018-1012_PX_Expert_0.pdf,true,true,granted,false,relied_on_defense_industry
EXP-S2018-093-DF-0,C-2018-1013,them,Dr. Karen Lewis,forensics,misappropriation,expert_reports/C-2018-1013_DX_Expert_0.pdf,false,true,granted_in_part,true,mixed_weight
EXP-S2018-093-PL-1,C-2018-1013,us,Dr. Daniel Walker,forensics,unjust_enrichment,expert_reports/C-2018-1013_PX_Expert_1.pdf,true,false,none,true,
EXP-S2018-094-PL-0,C-2018-1014,us,Dr. Daniel Lee,damages,misappropriation,expert_reports/C-2018-1014_PX_Expert_0.pdf,true,false,none,true,excluded_plaintiff_expert
EXP-S2018-095-DF-0,C-2018-1015,them,Dr. Nancy Walker,statistics,apportionment,expert_reports/C-2018-1015_DX_Expert_0.pdf,true,true,none,false,mixed_weight
EXP-S2018-095-PL-1,C-2018-1015,us,Dr. Matthew Allen,damages,lost_profits,expert_reports/C-2018-1015_PX_Expert_1.pdf,true,false,none,true,relied_on_defense_technical
EXP-S2018-096-PL-0,C-2018-1016,us,Dr. Matthew Hall,forensics,misappropriation,expert_reports/C-2018-1016_PX_Expert_0.pdf,true,false,none,true,
EXP-S2018-097-DF-0,C-2018-1017,them,Dr. Betty Allen,forensics,unjust_enrichment,expert_reports/C-2018-1017_DX_Expert_0.pdf,true,false,none,true,excluded_plaintiff_expert
EXP-S2018-097-PL-1,C-2018-1017,us,Dr. Anthony King,industry_practices,causation,expert_reports/C-2018-1017_PX_Expert_1.pdf,true,true,denied,false,excluded_plaintiff_expert
EXP-S2018-098-PL-0,C-2018-1018,us,Dr. Anthony Young,industry_practices,apportionment,expert_reports/C-2018-1018_PX_Expert_0.pdf,true,true,granted_in_part,false,excluded_plaintiff_expert
EXP-S2018-099-DF-0,C-2018-1019,them,Dr. Helen King,statistics,causation,expert_reports/C-2018-1019_DX_Expert_0.pdf,true,false,none,true,relied_on_defense_technical
EXP-S2018-099-PL-1,C-2018-1019,us,Dr. James Taylor,industry_practices,unjust_enrichment,expert_reports/C-2018-1019_PX_Expert_1.pdf,true,true,granted_in_part,true,relied_on_defense_technical
EXP-S2019-100-PL-0,C-2019-1000,us,Dr. James Wilson,forensics,misappropriation,expert_reports/C-2019-1000_PX_Expert_0.pdf,true,true,granted_in_part,true,
EXP-S2019-101-DF-0,C-2019-1001,them,Dr. Maria Taylor,statistics,unjust_enrichment,expert_reports/C-2019-1001_DX_Expert_0.pdf,true,true,granted_in_part,false,relied_on_defense_industry
EXP-S2019-101-PL-1,C-2019-1001,us,Dr. Robert Thomas,industry_practices,unjust_enrichment,expert_reports/C-2019-1001_PX_Expert_1.pdf,true,true,granted_in_part,true,relied_on_defense_industry
EXP-S2019-102-PL-0,C-2019-1002,us,Dr. Robert Anderson,damages,apportionment,expert_reports/C-2019-1002_PX_Expert_0.pdf,true,true,granted,false,relied_on_defense_technical
EXP-S2019-103-DF-0,C-2019-1003,them,Dr. Linda Thomas,damages,lost_profits,expert_reports/C-2019-1003_DX_Expert_0.pdf,true,false,none,true,limited_plaintiff_damages
EXP-S2019-103-PL-1,C-2019-1003,us,Dr. David White,statistics,valuation,expert_reports/C-2019-1003_PX_Expert_1.pdf,true,false,none,true,limited_plaintiff_damages
EXP-S2019-104-PL-0,C-2019-1004,us,Dr. David Jackson,industry_practices,causation,expert_reports/C-2019-1004_PX_Expert_0.pdf,true,true,none,true,excluded_plaintiff_expert
EXP-S2019-105-DF-0,C-2019-1005,them,Dr. Patricia White,forensics,apportionment,expert_reports/C-2019-1005_DX_Expert_0.pdf,true,false,none,true,limited_plaintiff_damages
EXP-S2019-105-PL-1,C-2019-1005,us,Dr. Richard Martin,forensics,apportionment,expert_reports/C-2019-1005_PX_Expert_1.pdf,true,true,denied,false,relied_on_defense_technical
EXP-S2019-106-PL-0,C-2019-1006,us,Dr. Richard Harris,industry_practices,valuation,expert_reports/C-2019-1006_PX_Expert_0.pdf,false,false,none,true,limited_plaintiff_damages
EXP-S2019-107-DF-0,C-2019-1007,them,Dr. Barbara Martin,industry_practices,causation,expert_reports/C-2019-1007_DX_Expert_0.pdf,true,true,granted_in_part,true,
EXP-S2019-107-PL-1,C-2019-1007,us,Dr. Joseph Garcia,forensics,apportionment,expert_reports/C-2019-1007_PX_Expert_1.pdf,false,false,none,false,relied_on_defense_industry
EXP-S2019-108-PL-0,C-2019-1008,us,Dr. Joseph Thompson,industry_practices,misappropriation,expert_reports/C-2019-1008_PX_Expert_0.pdf,true,false,none,true,relied_on_defense_technical
EXP-S2019-109-DF-0,C-2019-1009,them,Dr. Susan Garcia,industry_practices,causation,expert_reports/C-2019-1009_DX_Expert_0.pdf,true,true,granted_in_part,true,relied_on_defense_industry
EXP-S2019-109-PL-1,C-2019-1009,us,Dr. Thomas Robinson,industry_practices,lost_profits,expert_reports/C-2019-1009_PX_Expert_1.pdf,true,false,none,false,mixed_weight
EXP-S2019-110-PL-0,C-2019-1010,us,Dr. Thomas Martinez,industry_practices,unjust_enrichment,expert_reports/C-2019-1010_PX_Expert_0.pdf,false,true,none,false,relied_on_plaintiff_damages
EXP-S2019-111-DF-0,C-2019-1011,them,Dr. Jessica Robinson,statistics,unjust_enrichment,expert_reports/C-2019-1011_DX_Expert_0.pdf,true,true,denied,true,
EXP-S2019-111-PL-1,C-2019-1011,us,Dr. Charles Lewis,industry_practices,unjust_enrichment,expert_reports/C-2019-1011_PX_Expert_1.pdf,false,false,none,false,relied_on_defense_technical
EXP-S2019-112-PL-0,C-2019-1012,us,Dr. Charles Clark,damages,apportionment,expert_reports/C-2019-1012_PX_Expert_0.pdf,true,false,none,true,excluded_plaintiff_expert
EXP-S2019-113-DF-0,C-2019-1013,them,Dr. Karen Lewis,damages,misappropriation,expert_reports/C-2019-1013_DX_Expert_0.pdf,true,false,none,true,relied_on_defense_technical
EXP-S2019-113-PL-1,C-2019-1013,us,Dr. Daniel Walker,forensics,misappropriation,expert_reports/C-2019-1013_PX_Expert_1.pdf,true,true,granted_in_part,true,excluded_plaintiff_expert
EXP-S2019-114-PL-0,C-2019-1014,us,Dr. Daniel Lee,damages,causation,expert_reports/C-2019-1014_PX_Expert_0.pdf,true,true,granted,true,relied_on_plaintiff_damages
EXP-S2019-115-DF-0,C-2019-1015,them,Dr. Nancy Walker,statistics,causation,expert_reports/C-2019-1015_DX_Expert_0.pdf,true,false,none,true,limited_plaintiff_damages
EXP-S2019-115-PL-1,C-2019-1015,us,Dr. Matthew Allen,statistics,causation,expert_reports/C-2019-1015_PX_Expert_1.pdf,true,false,none,false,relied_on_defense_industry
EXP-S2019-116-PL-0,C-2019-1016,us,Dr. Matthew Hall,forensics,lost_profits,expert_reports/C-2019-1016_PX_Expert_0.pdf,true,true,granted_in_part,false,relied_on_defense_industry
EXP-S2019-117-DF-0,C-2019-1017,them,Dr. Betty Allen,forensics,lost_profits,expert_reports/C-2019-1017_DX_Expert_0.pdf,true,false,none,true,mixed_weight
EXP-S2019-117-PL-1,C-2019-1017,us,Dr. Anthony King,forensics,misappropriation,expert_reports/C-2019-1017_PX_Expert_1.pdf,false,true,none,true,limited_plaintiff_damages
EXP-S2019-118-PL-0,C-2019-1018,us,Dr. Anthony Young,forensics,causation,expert_reports/C-2019-1018_PX_Expert_0.pdf,true,true,granted_in_part,true,relied_on_defense_industry
EXP-S2019-119-DF-0,C-2019-1019,them,Dr. Helen King,statistics,unjust_enrichment,expert_reports/C-2019-1019_DX_Expert_0.pdf,false,true,granted,true,limited_plaintiff_damages
EXP-S2019-119-PL-1,C-2019-1019,us,Dr. James Taylor,damages,lost_profits,expert_reports/C-2019-1019_PX_Expert_1.pdf,true,true,none,true,relied_on_defense_technical
EXP-S2020-120-PL-0,C-2020-1000,us,Dr. James Wilson,damages,apportionment,expert_reports/C-2020-1000_PX_Expert_0.pdf,true,false,none,true,limited_plaintiff_damages
EXP-S2020-121-DF-0,C-2020-1001,them,Dr. Maria Taylor,industry_practices,causation,expert_reports/C-2020-1001_DX_Expert_0.pdf,false,true,granted_in_part,true,relied_on_defense_industry
EXP-S2020-121-PL-1,C-2020-1001,us,Dr. Robert Thomas,industry_practices,misappropriation,expert_reports/C-2020-1001_PX_Expert_1.pdf,true,false,none,false,limited_plaintiff_damages
EXP-S2020-122-PL-0,C-2020-1002,us,Dr. Robert Anderson,forensics,causation,expert_reports/C-2020-1002_PX_Expert_0.pdf,true,true,granted_in_part,false,excluded_plaintiff_expert
EXP-S2020-123-DF-0,C-2020-1003,them,Dr. Linda Thomas,statistics,misappropriation,expert_reports/C-2020-1003_DX_Expert_0.pdf,true,true,none,true,relied_on_plaintiff_damages
EXP-S2020-123-PL-1,C-2020-1003,us,Dr. David White,forensics,apportionment,expert_reports/C-2020-1003_PX_Expert_1.pdf,true,true,none,true,mixed_weight
EXP-S2020-124-PL-0,C-2020-1004,us,Dr. David Jackson,statistics,lost_profits,expert_reports/C-2020-1004_PX_Expert_0.pdf,true,true,none,false,relied_on_defense_technical
EXP-S2020-125-DF-0,C-2020-1005,them,Dr. Patricia White,damages,unjust_enrichment,expert_reports/C-2020-1005_DX_Expert_0.pdf,true,false,none,false,excluded_plaintiff_expert
EXP-S2020-125-PL-1,C-2020-1005,us,Dr. Richard Martin,forensics,unjust_enrichment,expert_reports/C-2020-1005_PX_Expert_1.pdf,true,false,none,true,relied_on_plaintiff_damages
EXP-S2020-126-PL-0,C-2020-1006,us,Dr. Richard Harris,forensics,valuation,expert_reports/C-2020-1006_PX_Expert_0.pdf,true,false,none,true,relied_on_plaintiff_damages
EXP-S2020-127-DF-0,C-2020-1007,them,Dr. Barbara Martin,statistics,causation,expert_reports/C-2020-1007_DX_Expert_0.pdf,true,false,none,false,limited_plaintiff_damages
EXP-S2020-127-PL-1,C-2020-1007,us,Dr. Joseph Garcia,industry_practices,valuation,expert_reports/C-2020-1007_PX_Expert_1.pdf,true,true,granted_in_part,true,mixed_weight
EXP-S2020-128-PL-0,C-2020-1008,us,Dr. Joseph Thompson,forensics,lost_profits,expert_reports/C-2020-1008_PX_Expert_0.pdf,true,false,none,true,excluded_plaintiff_expert
EXP-S2020-129-DF-0,C-2020-1009,them,Dr. Susan Garcia,forensics,apportionment,expert_reports/C-2020-1009_DX_Expert_0.pdf,false,true,none,true,mixed_weight
EXP-S2020-129-PL-1,C-2020-1009,us,Dr. Thomas Robinson,statistics,misappropriation,expert_reports/C-2020-1009_PX_Expert_1.pdf,true,true,none,true,relied_on_defense_industry
EXP-S2020-130-PL-0,C-2020-1010,us,Dr. Thomas Martinez,industry_practices,valuation,expert_reports/C-2020-1010_PX_Expert_0.pdf,false,true,granted,true,relied_on_defense_technical
EXP-S2020-131-DF-0,C-2020-1011,them,Dr. Jessica Robinson,forensics,lost_profits,expert_reports/C-2020-1011_DX_Expert_0.pdf,true,true,granted,true,
EXP-S2020-131-PL-1,C-2020-1011,us,Dr. Charles Lewis,industry_practices,misappropriation,expert_reports/C-2020-1011_PX_Expert_1.pdf,true,true,granted_in_part,false,relied_on_defense_industry
EXP-S2020-132-PL-0,C-2020-1012,us,Dr. Charles Clark,industry_practices,unjust_enrichment,expert_reports/C-2020-1012_PX_Expert_0.pdf,true,true,none,true,limited_plaintiff_damages
EXP-S2020-133-DF-0,C-2020-1013,them,Dr. Karen Lewis,forensics,apportionment,expert_reports/C-2020-1013_DX_Expert_0.pdf,true,false,none,false,mixed_weight
EXP-S2020-133-PL-1,C-2020-1013,us,Dr. Daniel Walker,statistics,misappropriation,expert_reports/C-2020-1013_PX_Expert_1.pdf,true,true,granted,true,
EXP-S2020-134-PL-0,C-2020-1014,us,Dr. Daniel Lee,industry_practices,unjust_enrichment,expert_reports/C-2020-1014_PX_Expert_0.pdf,true,true,granted,false,relied_on_plaintiff_damages
EXP-S2020-135-DF-0,C-2020-1015,them,Dr. Nancy Walker,statistics,lost_profits,expert_reports/C-2020-1015_DX_Expert_0.pdf,true,false,none,false,limited_plaintiff_damages
EXP-S2020-135-PL-1,C-2020-1015,us,Dr. Matthew Allen,industry_practices,misappropriation,expert_reports/C-2020-1015_PX_Expert_1.pdf,true,false,none,true,excluded_plaintiff_expert
EXP-S2020-136-PL-0,C-2020-1016,us,Dr. Matthew Hall,industry_practices,lost_profits,expert_reports/C-2020-1016_PX_Expert_0.pdf,true,false,none,true,relied_on_defense_industry
EXP-S2020-137-DF-0,C-2020-1017,them,Dr. Betty Allen,statistics,causation,expert_reports/C-2020-1017_DX_Expert_0.pdf,true,true,granted,true,
EXP-S2020-137-PL-1,C-2020-1017,us,Dr. Anthony King,statistics,apportionment,expert_reports/C-2020-1017_PX_Expert_1.pdf,true,true,granted_in_part,true,relied_on_plaintiff_damages
EXP-S2020-138-PL-0,C-2020-1018,us,Dr. Anthony Young,forensics,causation,expert_reports/C-2020-1018_PX_Expert_0.pdf,true,false,none,false,relied_on_defense_technical
EXP-S2020-139-DF-0,C-2020-1019,them,Dr. Helen King,statistics,lost_profits,expert_reports/C-2020-1019_DX_Expert_0.pdf,true,true,none,false,mixed_weight
EXP-S2020-139-PL-1,C-2020-1019,us,Dr. James Taylor,damages,causation,expert_reports/C-2020-1019_PX_Expert_1.pdf,true,true,denied,true,relied_on_plaintiff_damages
EXP-S2021-140-PL-0,C-2021-1000,us,Dr. James Wilson,statistics,valuation,expert_reports/C-2021-1000_PX_Expert_0.pdf,true,true,granted,false,excluded_plaintiff_expert
EXP-S2021-141-DF-0,C-2021-1001,them,Dr. Maria Taylor,forensics,lost_profits,expert_reports/C-2021-1001_DX_Expert_0.pdf,true,true,granted,true,excluded_plaintiff_expert
EXP-S2021-141-PL-1,C-2021-1001,us,Dr. Robert Thomas,statistics,unjust_enrichment,expert_reports/C-2021-1001_PX_Expert_1.pdf,false,false,none,false,mixed_weight
EXP-S2021-142-PL-0,C-2021-1002,us,Dr. Robert Anderson,industry_practices,misappropriation,expert_reports/C-2021-1002_PX_Expert_0.pdf,true,false,none,false,
EXP-S2021-143-DF-0,C-2021-1003,them,Dr. Linda Thomas,statistics,misappropriation,expert_reports/C-2021-1003_DX_Expert_0.pdf,true,true,granted_in_part,true,mixed_weight
EXP-S2021-143-PL-1,C-2021-1003,us,Dr. David White,damages,apportionment,expert_reports/C-2021-1003_PX_Expert_1.pdf,true,false,none,true,relied_on_defense_technical
EXP-S2021-144-PL-0,C-2021-1004,us,Dr. David Jackson,industry_practices,misappropriation,expert_reports/C-2021-1004_PX_Expert_0.pdf,true,false,none,true,
EXP-S2021-145-DF-0,C-2021-1005,them,Dr. Patricia White,damages,apportionment,expert_reports/C-2021-1005_DX_Expert_0.pdf,false,true,granted,false,
EXP-S2021-145-PL-1,C-2021-1005,us,Dr. Richard Martin,statistics,misappropriation,expert_reports/C-2021-1005_PX_Expert_1.pdf,true,true,granted,true,mixed_weight
EXP-S2021-146-PL-0,C-2021-1006,us,Dr. Richard Harris,industry_practices,lost_profits,expert_reports/C-2021-1006_PX_Expert_0.pdf,false,false,none,false,mixed_weight
EXP-S2021-147-DF-0,C-2021-1007,them,Dr. Barbara Martin,damages,lost_profits,expert_reports/C-2021-1007_DX_Expert_0.pdf,true,false,none,true,relied_on_defense_technical
EXP-S2021-147-PL-1,C-2021-1007,us,Dr. Joseph Garcia,industry_practices,valuation,expert_reports/C-2021-1007_PX_Expert_1.pdf,true,false,none,true,mixed_weight
EXP-S2021-148-PL-0,C-2021-1008,us,Dr. Joseph Thompson,statistics,valuation,expert_reports/C-2021-1008_PX_Expert_0.pdf,true,true,granted,true,relied_on_plaintiff_damages
EXP-S2021-149-DF-0,C-2021-1009,them,Dr. Susan Garcia,damages,misappropriation,expert_reports/C-2021-1009_DX_Expert_0.pdf,true,true,granted_in_part,false,relied_on_plaintiff_damages
EXP-S2021-149-PL-1,C-2021-1009,us,Dr. Thomas Robinson,forensics,misappropriation,expert_reports/C-2021-1009_PX_Expert_1.pdf,true,false,none,true,excluded_plaintiff_expert
EXP-S2021-150-PL-0,C-2021-1010,us,Dr. Thomas Martinez,statistics,misappropriation,expert_reports/C-2021-1010_PX_Expert_0.pdf,false,true,denied,true,relied_on_defense_technical
EXP-S2021-151-DF-0,C-2021-1011,them,Dr. Jessica Robinson,damages,causation,expert_reports/C-2021-1011_DX_Expert_0.pdf,true,true,denied,true,relied_on_plaintiff_damages
EXP-S2021-151-PL-1,C-2021-1011,us,Dr. Charles Lewis,damages,causation,expert_reports/C-2021-1011_PX_Expert_1.pdf,true,true,denied,true,relied_on_defense_technical
EXP-S2021-152-PL-0,C-2021-1012,us,Dr. Charles Clark,industry_practices,valuation,expert_reports/C-2021-1012_PX_Expert_0.pdf,true,true,granted_in_part,true,limited_plaintiff_damages
EXP-S2021-153-DF-0,C-2021-1013,them,Dr. Karen Lewis,statistics,unjust_enrichment,expert_reports/C-2021-1013_DX_Expert_0.pdf,true,true,none,true,relied_on_defense_technical
EXP-S2021-153-PL-1,C-2021-1013,us,Dr. Daniel Walker,statistics,valuation,expert_reports/C-2021-1013_PX_Expert_1.pdf,true,false,none,true,limited_plaintiff_damages
EXP-S2021-154-PL-0,C-2021-1014,us,Dr. Daniel Lee,industry_practices,misappropriation,expert_reports/C-2021-1014_PX_Expert_0.pdf,true,true,none,false,mixed_weight
EXP-S2021-155-DF-0,C-2021-1015,them,Dr. Nancy Walker,statistics,apportionment,expert_reports/C-2021-1015_DX_Expert_0.pdf,true,true,granted,true,mixed_weight
EXP-S2021-155-PL-1,C-2021-1015,us,Dr. Matthew Allen,statistics,unjust_enrichment,expert_reports/C-2021-1015_PX_Expert_1.pdf,false,true,denied,true,limited_plaintiff_damages
EXP-S2021-156-PL-0,C-2021-1016,us,Dr. Matthew Hall,forensics,lost_profits,expert_reports/C-2021-1016_PX_Expert_0.pdf,true,true,granted,true,limited_plaintiff_damages
EXP-S2021-157-DF-0,C-2021-1017,them,Dr. Betty Allen,damages,lost_profits,expert_reports/C-2021-1017_DX_Expert_0.pdf,true,true,granted,true,relied_on_plaintiff_damages
EXP-S2021-157-PL-1,C-2021-1017,us,Dr. Anthony King,statistics,unjust_enrichment,expert_reports/C-2021-1017_PX_Expert_1.pdf,true,true,none,true,relied_on_defense_industry
EXP-S2021-158-PL-0,C-2021-1018,us,Dr. Anthony Young,forensics,misappropriation,expert_reports/C-2021-1018_PX_Expert_0.pdf,true,false,none,false,relied_on_plaintiff_damages
EXP-S2021-159-DF-0,C-2021-1019,them,Dr. Helen King,damages,misappropriation,expert_reports/C-2021-1019_DX_Expert_0.pdf,false,false,none,true,mixed_weight
EXP-S2021-159-PL-1,C-2021-1019,us,Dr. James Taylor,damages,causation,expert_reports/C-2021-1019_PX_Expert_1.pdf,true,true,granted_in_part,true,
EXP-S2022-160-PL-0,C-2022-1000,us,Dr. James Wilson,forensics,apportionment,expert_reports/C-2022-1000_PX_Expert_0.pdf,true,false,none,true,relied_on_defense_technical
