case_id,docket_number,court_name,jurisdiction_type,judge_name,filed_date,trial_date,case_type,industry_sector,our_role,opposing_firm_name,opposing_lead_counsel,our_lead_counsel,resolved_via,verdict_for,total_damages_claimed,damages_awarded,pi_motion_outcome,summary_judgment_outcome,trade_secret_profile,appeal_flag,appeal_outcome
C-2016-1007,1:16-cv-1007,S.D.N.Y.,federal,Hon. Angela P. Rivera,2016-02-16,,trade_secret_misappropriation,healthcare_analytics,plaintiff,Brighton & Cole,"Mark Hastings",Priya Natarajan,pretrial_dismissal,us,59557766,260941,granted_in_part,granted,lookalike_model_features,true,
C-2016-1008,1:16-cv-1008,N.D. Ill.,federal,Hon. Lisa K. Monroe,2016-10-05,2019-02-22,trade_secret_misappropriation,oilfield_services,plaintiff,Vance & Webb,"David Vance",Daniel Cho,pretrial_dismissal,them,86797424,0,granted,granted_in_part,autoscaling_strategies,false,
C-2016-1009,1:16-cv-1009,C.D. Cal.,federal,Hon. Evelyn S. Park,2016-05-13,2020-12-13,trade_secret_misappropriation,enterprise_software,plaintiff,Brighton & Cole,"Mark Hastings",Daniel Cho,settlement,us,79671128,25341073,granted,granted,source_code; customer_segments,false,
C-2016-1010,1:16-cv-1010,D. Mass.,federal,Hon. Robert T. Hayes,2016-05-10,2018-09-28,trade_secret_misappropriation,enterprise_software,plaintiff,Brighton & Cole,"Mark Hastings",Michael Lee,trial_verdict,them,53426528,0,granted,granted,manufacturing_process_controls,true,affirmed
C-2016-1011,1:16-cv-1011,W.D. Wash.,federal,Hon. Megan L. Chu,2016-02-14,,trade_secret_misappropriation,adtech,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Daniel Cho,settlement,pending,92957153,12475682,granted,granted,autoscaling_strategies,false,
C-2016-1012,1:16-cv-1012,S.D. Tex.,federal,Hon. Carlos M. Ortiz,2016-07-19,2020-11-10,trade_secret_misappropriation,semiconductors,plaintiff,Brighton & Cole,"Mark Hastings",Michael Lee,pretrial_dismissal,pending,67520841,8201678,denied,granted,risk_stratification_models,false,
C-2016-1013,1:16-cv-1013,E.D. Tex.,federal,Hon. Carlos M. Ortiz,2016-05-05,,trade_secret_misappropriation,enterprise_software,plaintiff,Hartley King & Cole,"Julia Hartley",Daniel Cho,trial_verdict,them,27033797,0,granted,granted,personalization_models,false,
C-2016-1014,1:16-cv-1014,N.D. Cal.,federal,Hon. Rebecca L. Ames,2016-02-22,,trade_secret_misappropriation,semiconductors,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Daniel Cho,trial_verdict,pending,144100267,3897417,granted,denied,lookalike_model_features,false,
C-2016-1015,1:16-cv-1015,D. Del.,federal,Hon. Samuel J. Kerr,2016-03-25,2018-02-14,trade_secret_misappropriation,oilfield_services,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Daniel Cho,pretrial_dismissal,mixed,81860265,7075117,denied,granted,content_recommendation_models,false,
C-2016-1016,1:16-cv-1016,S.D.N.Y.,federal,Hon. Angela P. Rivera,2016-09-11,2018-08-12,trade_secret_misappropriation,biotech,plaintiff,Vance & Webb,"David Vance",Michael Lee,pretrial_dismissal,pending,125943117,24487458,granted,granted,routing_optimization_engine,true,affirmed
C-2016-1017,1:16-cv-1017,N.D. Ill.,federal,Hon. Lisa K. Monroe,2016-07-02,2018-03-12,trade_secret_misappropriation,financial_analytics,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Michael Lee,summary_judgment,them,27649132,0,granted_in_part,granted,source_code; customer_segments,false,
C-2016-1018,1:16-cv-1018,C.D. Cal.,federal,Hon. Evelyn S. Park,2016-07-15,2020-09-22,trade_secret_misappropriation,oilfield_services,plaintiff,Vance & Webb,"David Vance",Daniel Cho,pretrial_dismissal,pending,148375008,23626239,granted,granted,usage_analytics_schema,false,
C-2016-1019,1:16-cv-1019,D. Mass.,federal,Hon. Robert T. Hayes,2016-03-12,2020-01-05,trade_secret_misappropriation,enterprise_software,plaintiff,Hartley King & Cole,"Julia Hartley",Michael Lee,summary_judgment,pending,28548347,4678901,granted_in_part,granted,source_code; customer_segments,false,
C-2017-1000,1:17-cv-1000,W.D. Wash.,federal,Hon. Megan L. Chu,2017-10-03,,trade_secret_misappropriation,financial_analytics,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Priya Natarajan,settlement,pending,63342793,8757544,granted,denied,manufacturing_process_controls,true,reversed
C-2017-1001,1:17-cv-1001,S.D. Tex.,federal,Hon. Carlos M. Ortiz,2017-04-09,,trade_secret_misappropriation,logistics,plaintiff,Brighton & Cole,"Mark Hastings",Daniel Cho,settlement,mixed,118730917,8544272,granted_in_part,granted,content_recommendation_models,false,
C-2017-1002,1:17-cv-1002,E.D. Tex.,federal,Hon. Carlos M. Ortiz,2017-09-03,2020-12-15,trade_secret_misappropriation,enterprise_software,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Michael Lee,pretrial_dismissal,pending,26371118,990892,granted,granted,pricing_signals_engine,true,affirmed
C-2017-1003,1:17-cv-1003,N.D. Cal.,federal,Hon. Rebecca L. Ames,2017-08-20,2020-09-25,trade_secret_misappropriation,streaming_media,plaintiff,Brighton & Cole,"Mark Hastings",Michael Lee,trial_verdict,pending,138998018,16442123,denied,denied,content_recommendation_models,true,settled_without_admission
C-2017-1004,1:17-cv-1004,D. Del.,federal,Hon. Samuel J. Kerr,2017-02-18,,trade_secret_misappropriation,logistics,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Priya Natarajan,settlement,them,101883819,0,granted,granted_in_part,risk_stratification_models,false,
C-2017-1005,1:17-cv-1005,S.D.N.Y.,federal,Hon. Angela P. Rivera,2017-01-04,,trade_secret_misappropriation,oilfield_services,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Priya Natarajan,summary_judgment,us,115550494,16694920,granted_in_part,granted,content_recommendation_models,true,appeal_pending
C-2017-1006,1:17-cv-1006,N.D. Ill.,federal,Hon. Lisa K. Monroe,2017-07-28,2020-11-09,trade_secret_misappropriation,developer_tools,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Michael Lee,summary_judgment,mixed,35870482,5901250,granted_in_part,granted_in_part,autoscaling_strategies,false,
C-2017-1007,1:17-cv-1007,C.D. Cal.,federal,Hon. Evelyn S. Park,2017-09-10,,trade_secret_misappropriation,adtech,plaintiff,Hartley King & Cole,"Julia Hartley",Daniel Cho,pretrial_dismissal,mixed,51353687,2875319,granted,granted_in_part,manufacturing_process_controls,true,
C-2017-1008,1:17-cv-1008,D. Mass.,federal,Hon. Robert T. Hayes,2017-11-01,,trade_secret_misappropriation,logistics,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Priya Natarajan,summary_judgment,pending,137687548,2565444,denied,granted_in_part,portfolio_risk_signals,true,affirmed
C-2017-1009,1:17-cv-1009,W.D. Wash.,federal,Hon. Megan L. Chu,2017-04-24,2019-07-12,trade_secret_misappropriation,financial_analytics,plaintiff,Vance & Webb,"David Vance",Priya Natarajan,pretrial_dismissal,them,101671364,0,denied,granted_in_part,content_recommendation_models,false,
C-2017-1010,1:17-cv-1010,S.D. Tex.,federal,Hon. Carlos M. Ortiz,2017-05-01,,trade_secret_misappropriation,biotech,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Priya Natarajan,pretrial_dismissal,them,94560961,0,granted_in_part,granted,personalization_models,false,
C-2017-1011,1:17-cv-1011,E.D. Tex.,federal,Hon. Carlos M. Ortiz,2017-10-13,,trade_secret_misappropriation,oilfield_services,plaintiff,Vance & Webb,"David Vance",Michael Lee,settlement,mixed,130286210,7001582,granted,denied,routing_optimization_engine,true,appeal_pending
C-2017-1012,1:17-cv-1012,N.D. Cal.,federal,Hon. Rebecca L. Ames,2017-11-24,,trade_secret_misappropriation,logistics,plaintiff,Vance & Webb,"David Vance",Michael Lee,settlement,mixed,50322090,5115413,granted_in_part,denied,personalization_models,true,remanded_for_settlement_approval
C-2017-1013,1:17-cv-1013,D. Del.,federal,Hon. Samuel J. Kerr,2017-06-01,2019-01-08,trade_secret_misappropriation,healthcare_analytics,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Daniel Cho,summary_judgment,us,26034864,1116441,granted_in_part,granted,routing_optimization_engine,false,
C-2017-1014,1:17-cv-1014,S.D.N.Y.,federal,Hon. Angela P. Rivera,2017-04-15,2020-05-06,trade_secret_misappropriation,streaming_media,plaintiff,Hartley King & Cole,"Julia Hartley",Daniel Cho,pretrial_dismissal,mixed,107117465,13733306,granted,denied,routing_optimization_engine,false,
C-2017-1015,1:17-cv-1015,N.D. Ill.,federal,Hon. Lisa K. Monroe,2017-01-19,,trade_secret_misappropriation,healthcare_analytics,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Daniel Cho,summary_judgment,pending,74886165,2319067,denied,granted_in_part,personalization_models,false,
C-2017-1016,1:17-cv-1016,C.D. Cal.,federal,Hon. Evelyn S. Park,2017-06-08,,trade_secret_misappropriation,cloud_infrastructure,plaintiff,Vance & Webb,"David Vance",Daniel Cho,summary_judgment,them,130146922,0,denied,denied,manufacturing_process_controls,false,
C-2017-1017,1:17-cv-1017,D. Mass.,federal,Hon. Robert T. Hayes,2017-07-28,2021-11-15,trade_secret_misappropriation,cloud_infrastructure,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Daniel Cho,trial_verdict,them,115309018,0,granted,granted,manufacturing_process_controls,false,
C-2017-1018,1:17-cv-1018,W.D. Wash.,federal,Hon. Megan L. Chu,2017-08-03,2021-03-15,trade_secret_misappropriation,healthcare_analytics,plaintiff,Vance & Webb,"David Vance",Michael Lee,summary_judgment,mixed,51694856,5664755,granted_in_part,granted,source_code; customer_segments,true,partially_reversed
C-2017-1019,1:17-cv-1019,S.D. Tex.,federal,Hon. Carlos M. Ortiz,2017-05-18,2019-09-19,trade_secret_misappropriation,oilfield_services,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Michael Lee,trial_verdict,mixed,94100995,4027054,granted,granted,autoscaling_strategies,false,
C-2018-1000,1:18-cv-1000,E.D. Tex.,federal,Hon. Carlos M. Ortiz,2018-05-22,,trade_secret_misappropriation,oilfield_services,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Michael Lee,summary_judgment,mixed,114316009,11417914,granted_in_part,granted_in_part,source_code; customer_segments,false,
C-2018-1001,1:18-cv-1001,N.D. Cal.,federal,Hon. Rebecca L. Ames,2018-10-11,,trade_secret_misappropriation,adtech,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Priya Natarajan,settlement,them,146580900,0,denied,denied,manufacturing_process_controls,true,appeal_pending
C-2018-1002,1:18-cv-1002,D. Del.,federal,Hon. Samuel J. Kerr,2018-03-12,2022-05-11,trade_secret_misappropriation,enterprise_software,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Daniel Cho,pretrial_dismissal,pending,86418867,4723079,denied,denied,portfolio_risk_signals,false,
C-2018-1003,1:18-cv-1003,S.D.N.Y.,federal,Hon. Angela P. Rivera,2018-11-27,,trade_secret_misappropriation,enterprise_software,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Priya Natarajan,trial_verdict,them,54574338,0,granted_in_part,granted,personalization_models,true,settled_without_admission
C-2018-1004,1:18-cv-1004,N.D. Ill.,federal,Hon. Lisa K. Monroe,2018-11-06,2022-11-26,trade_secret_misappropriation,semiconductors,plaintiff,Brighton & Cole,"Mark Hastings",Michael Lee,pretrial_dismissal,pending,92936983,9561766,granted,granted,lookalike_model_features,true,settled_without_admission
C-2018-1005,1:18-cv-1005,C.D. Cal.,federal,Hon. Evelyn S. Park,2018-09-17,2021-04-23,trade_secret_misappropriation,oilfield_services,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Daniel Cho,summary_judgment,pending,125037510,5212111,denied,granted_in_part,pricing_signals_engine,false,
C-2018-1006,1:18-cv-1006,D. Mass.,federal,Hon. Robert T. Hayes,2018-08-02,2021-11-20,trade_secret_misappropriation,streaming_media,plaintiff,Vance & Webb,"David Vance",Daniel Cho,trial_verdict,them,127169769,0,granted,granted_in_part,usage_analytics_schema,false,
C-2018-1007,1:18-cv-1007,W.D. Wash.,federal,Hon. Megan L. Chu,2018-11-23,2022-12-08,trade_secret_misappropriation,healthcare_analytics,plaintiff,Brighton & Cole,"Mark Hastings",Michael Lee,settlement,them,96713320,0,denied,granted,usage_analytics_schema,true,partially_reversed
C-2018-1008,1:18-cv-1008,S.D. Tex.,federal,Hon. Carlos M. Ortiz,2018-12-04,,trade_secret_misappropriation,biotech,plaintiff,Hartley King & Cole,"Julia Hartley",Daniel Cho,trial_verdict,pending,42076936,6622676,granted,granted_in_part,autoscaling_strategies,false,
C-2018-1009,1:18-cv-1009,E.D. Tex.,federal,Hon. Carlos M. Ortiz,2018-02-10,2020-05-07,trade_secret_misappropriation,financial_analytics,plaintiff,Hartley King & Cole,"Julia Hartley",Priya Natarajan,pretrial_dismissal,pending,122321208,20993078,granted,granted_in_part,usage_analytics_schema,false,
C-2018-1010,1:18-cv-1010,N.D. Cal.,federal,Hon. Rebecca L. Ames,2018-06-27,2022-12-09,trade_secret_misappropriation,financial_analytics,plaintiff,Vance & Webb,"David Vance",Michael Lee,pretrial_dismissal,us,64038962,4541256,granted,granted_in_part,personalization_models,true,remanded_for_settlement_approval
C-2018-1011,1:18-cv-1011,D. Del.,federal,Hon. Samuel J. Kerr,2018-04-23,2022-08-02,trade_secret_misappropriation,enterprise_software,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Priya Natarajan,settlement,us,62215802,9230240,granted,denied,manufacturing_process_controls,false,
C-2018-1012,1:18-cv-1012,S.D.N.Y.,federal,Hon. Angela P. Rivera,2018-09-02,2020-08-23,trade_secret_misappropriation,streaming_media,plaintiff,Brighton & Cole,"Mark Hastings",Michael Lee,trial_verdict,us,106153471,25988885,granted_in_part,granted_in_part,pricing_signals_engine,false,
C-2018-1013,1:18-cv-1013,N.D. Ill.,federal,Hon. Lisa K. Monroe,2018-09-06,,trade_secret_misappropriation,semiconductors,plaintiff,Hartley King & Cole,"Julia Hartley",Daniel Cho,settlement,mixed,47058899,4259432,granted_in_part,granted_in_part,manufacturing_process_controls,false,
C-2018-1014,1:18-cv-1014,C.D. Cal.,federal,Hon. Evelyn S. Park,2018-09-05,2022-03-21,trade_secret_misappropriation,cloud_infrastructure,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Priya Natarajan,settlement,us,88749328,21756691,denied,denied,personalization_models,false,
C-2018-1015,1:18-cv-1015,D. Mass.,federal,Hon. Robert T. Hayes,2018-12-11,,trade_secret_misappropriation,developer_tools,plaintiff,Vance & Webb,"David Vance",Priya Natarajan,trial_verdict,pending,38102784,6883643,granted_in_part,denied,routing_optimization_engine,false,
C-2018-1016,1:18-cv-1016,W.D. Wash.,federal,Hon. Megan L. Chu,2018-10-12,2021-07-17,trade_secret_misappropriation,semiconductors,plaintiff,Donovan Grant LLP,"Claire Donovan; Oliver Grant",Michael Lee,settlement,us,68594184,1381270,denied,granted,risk_stratification_models,true,affirmed
C-2018-1017,1:18-cv-1017,S.D. Tex.,federal,Hon. Carlos M. Ortiz,2018-07-21,2021-07-02,trade_secret_misappropriation,adtech,plaintiff,Brighton & Cole,"Mark Hastings",Daniel Cho,settlement,them,100590869,0,denied,granted,source_code; customer_segments,true,reversed
C-2018-1018,1:18-cv-1018,E.D. Tex.,federal,Hon. Carlos M. Ortiz,2018-05-19,,trade_secret_misappropriation,oilfield_services,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Daniel Cho,summary_judgment,pending,80886249,13462110,denied,granted,lookalike_model_features,true,partially_reversed
C-2018-1019,1:18-cv-1019,N.D. Cal.,federal,Hon. Rebecca L. Ames,2018-06-01,2022-12-21,trade_secret_misappropriation,semiconductors,plaintiff,Brighton & Cole,"Mark Hastings",Michael Lee,settlement,us,140393197,46630427,granted,granted_in_part,source_code; customer_segments,false,
C-2019-1000,1:19-cv-1000,D. Del.,federal,Hon. Samuel J. Kerr,2019-05-01,,trade_secret_misappropriation,developer_tools,plaintiff,Brighton & Cole,"Mark Hastings",Michael Lee,settlement,us,32847058,7908487,granted,denied,risk_stratification_models,false,
C-2019-1001,1:19-cv-1001,S.D.N.Y.,federal,Hon. Angela P. Rivera,2019-01-01,2021-09-23,trade_secret_misappropriation,healthcare_analytics,plaintiff,Brighton & Cole,"Mark Hastings",Daniel Cho,summary_judgment,them,39714393,0,denied,granted_in_part,pricing_signals_engine,false,
C-2019-1002,1:19-cv-1002,N.D. Ill.,federal,Hon. Lisa K. Monroe,2019-08-21,,trade_secret_misappropriation,logistics,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Daniel Cho,summary_judgment,them,25928203,0,granted_in_part,granted,source_code; customer_segments,true,affirmed
C-2019-1003,1:19-cv-1003,C.D. Cal.,federal,Hon. Evelyn S. Park,2019-06-19,2023-01-06,trade_secret_misappropriation,streaming_media,plaintiff,Hartley King & Cole,"Julia Hartley",Michael Lee,pretrial_dismissal,us,144862941,9991088,granted_in_part,denied,personalization_models,true,settled_without_admission
C-2019-1004,1:19-cv-1004,D. Mass.,federal,Hon. Robert T. Hayes,2019-02-19,,trade_secret_misappropriation,enterprise_software,plaintiff,Hartley King & Cole,"Julia Hartley",Michael Lee,pretrial_dismissal,them,124465042,0,denied,granted,source_code; customer_segments,false,
C-2019-1005,1:19-cv-1005,W.D. Wash.,federal,Hon. Megan L. Chu,2019-06-17,2022-02-05,trade_secret_misappropriation,adtech,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Priya Natarajan,trial_verdict,mixed,74728417,4121246,granted,granted,routing_optimization_engine,false,
C-2019-1006,1:19-cv-1006,S.D. Tex.,federal,Hon. Carlos M. Ortiz,2019-08-13,,trade_secret_misappropriation,adtech,plaintiff,Hartley King & Cole,"Julia Hartley",Priya Natarajan,settlement,mixed,29263396,4549478,granted_in_part,granted,lookalike_model_features,true,remanded_for_settlement_approval
C-2019-1007,1:19-cv-1007,E.D. Tex.,federal,Hon. Carlos M. Ortiz,2019-10-11,,trade_secret_misappropriation,oilfield_services,plaintiff,Vance & Webb,"David Vance",Michael Lee,trial_verdict,us,72449017,13167745,denied,granted_in_part,source_code; customer_segments,true,partially_reversed
C-2019-1008,1:19-cv-1008,N.D. Cal.,federal,Hon. Rebecca L. Ames,2019-12-15,,trade_secret_misappropriation,streaming_media,plaintiff,Vance & Webb,"David Vance",Priya Natarajan,settlement,them,41659929,0,granted,granted,manufacturing_process_controls,true,settled_without_admission
C-2019-1009,1:19-cv-1009,D. Del.,federal,Hon. Samuel J. Kerr,2019-06-05,,trade_secret_misappropriation,semiconductors,plaintiff,Hartley King & Cole,"Julia Hartley",Daniel Cho,trial_verdict,pending,122828434,5935705,denied,granted,usage_analytics_schema,false,
C-2019-1010,1:19-cv-1010,S.D.N.Y.,federal,Hon. Angela P. Rivera,2019-05-18,2023-07-09,trade_secret_misappropriation,healthcare_analytics,plaintiff,Hartley King & Cole,"Julia Hartley",Priya Natarajan,settlement,them,70353442,0,denied,denied,source_code; customer_segments,true,reversed
C-2019-1011,1:19-cv-1011,N.D. Ill.,federal,Hon. Lisa K. Monroe,2019-08-03,,trade_secret_misappropriation,financial_analytics,plaintiff,Brighton & Cole,"Mark Hastings",Priya Natarajan,pretrial_dismissal,us,114896714,37172725,granted_in_part,granted_in_part,risk_stratification_models,true,affirmed
C-2019-1012,1:19-cv-1012,C.D. Cal.,federal,Hon. Evelyn S. Park,2019-03-27,2023-12-10,trade_secret_misappropriation,enterprise_software,plaintiff,Brighton & Cole,"Mark Hastings",Michael Lee,trial_verdict,mixed,116159907,5312327,granted,granted,autoscaling_strategies,true,remanded_for_settlement_approval
C-2019-1013,1:19-cv-1013,D. Mass.,federal,Hon. Robert T. Hayes,2019-12-24,2021-07-12,trade_secret_misappropriation,cloud_infrastructure,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Daniel Cho,settlement,pending,72380490,13638905,granted,granted,risk_stratification_models,true,affirmed
C-2019-1014,1:19-cv-1014,W.D. Wash.,federal,Hon. Megan L. Chu,2019-12-17,2023-12-07,trade_secret_misappropriation,financial_analytics,plaintiff,Brighton & Cole,"Mark Hastings",Daniel Cho,settlement,us,99965027,20612659,granted_in_part,granted_in_part,lookalike_model_features,true,
C-2019-1015,1:19-cv-1015,S.D. Tex.,federal,Hon. Carlos M. Ortiz,2019-12-16,2023-08-12,trade_secret_misappropriation,semiconductors,plaintiff,Vance & Webb,"David Vance",Michael Lee,pretrial_dismissal,mixed,98417096,18845679,denied,denied,usage_analytics_schema,false,
C-2019-1016,1:19-cv-1016,E.D. Tex.,federal,Hon. Carlos M. Ortiz,2019-11-28,2023-07-20,trade_secret_misappropriation,cloud_infrastructure,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Daniel Cho,pretrial_dismissal,them,108670769,0,granted_in_part,granted_in_part,source_code; customer_segments,false,
C-2019-1017,1:19-cv-1017,N.D. Cal.,federal,Hon. Rebecca L. Ames,2019-08-19,2022-02-21,trade_secret_misappropriation,streaming_media,plaintiff,Brighton & Cole,"Mark Hastings",Michael Lee,settlement,pending,98948936,15284876,denied,granted_in_part,routing_optimization_engine,true,remanded_for_settlement_approval
C-2019-1018,1:19-cv-1018,D. Del.,federal,Hon. Samuel J. Kerr,2019-11-13,2021-04-18,trade_secret_misappropriation,biotech,plaintiff,Brighton & Cole,"Mark Hastings",Daniel Cho,settlement,them,68898497,0,granted_in_part,denied,autoscaling_strategies,false,
C-2019-1019,1:19-cv-1019,S.D.N.Y.,federal,Hon. Angela P. Rivera,2019-07-18,2022-04-27,trade_secret_misappropriation,streaming_media,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Priya Natarajan,summary_judgment,mixed,34881148,1162941,granted,denied,portfolio_risk_signals,false,
C-2020-1000,1:20-cv-1000,N.D. Ill.,federal,Hon. Lisa K. Monroe,2020-09-07,2023-09-23,trade_secret_misappropriation,cloud_infrastructure,plaintiff,Brighton & Cole,"Mark Hastings",Daniel Cho,trial_verdict,pending,121380071,11652801,granted,granted_in_part,portfolio_risk_signals,false,
C-2020-1001,1:20-cv-1001,C.D. Cal.,federal,Hon. Evelyn S. Park,2020-04-08,2023-05-08,trade_secret_misappropriation,healthcare_analytics,plaintiff,Hartley King & Cole,"Julia Hartley",Michael Lee,settlement,pending,21204210,768950,granted_in_part,granted,source_code; customer_segments,true,remanded_for_settlement_approval
C-2020-1002,1:20-cv-1002,D. Mass.,federal,Hon. Robert T. Hayes,2020-03-08,2022-12-25,trade_secret_misappropriation,logistics,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Daniel Cho,settlement,mixed,84574771,4340907,granted,granted_in_part,risk_stratification_models,false,
C-2020-1003,1:20-cv-1003,W.D. Wash.,federal,Hon. Megan L. Chu,2020-04-21,,trade_secret_misappropriation,developer_tools,plaintiff,Brighton & Cole,"Mark Hastings",Priya Natarajan,pretrial_dismissal,mixed,104847008,13451235,granted,granted,personalization_models,false,
C-2020-1004,1:20-cv-1004,S.D. Tex.,federal,Hon. Carlos M. Ortiz,2020-05-04,2023-04-24,trade_secret_misappropriation,semiconductors,plaintiff,Vance & Webb,"David Vance",Priya Natarajan,pretrial_dismissal,mixed,45090784,6440884,denied,denied,personalization_models,false,
C-2020-1005,1:20-cv-1005,E.D. Tex.,federal,Hon. Carlos M. Ortiz,2020-04-22,2023-08-08,trade_secret_misappropriation,financial_analytics,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Priya Natarajan,trial_verdict,us,62214688,13229452,granted,granted,portfolio_risk_signals,false,
C-2020-1006,1:20-cv-1006,N.D. Cal.,federal,Hon. Rebecca L. Ames,2020-01-14,2022-12-11,trade_secret_misappropriation,enterprise_software,plaintiff,Hartley King & Cole,"Julia Hartley",Priya Natarajan,summary_judgment,us,43967473,474166,granted_in_part,granted,portfolio_risk_signals,true,
C-2020-1007,1:20-cv-1007,D. Del.,federal,Hon. Samuel J. Kerr,2020-02-27,,trade_secret_misappropriation,enterprise_software,plaintiff,Donovan Grant LLP,"Claire Donovan; Oliver Grant",Daniel Cho,summary_judgment,us,145486248,35911419,granted,granted_in_part,routing_optimization_engine,false,
C-2020-1008,1:20-cv-1008,S.D.N.Y.,federal,Hon. Angela P. Rivera,2020-04-08,,trade_secret_misappropriation,developer_tools,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Michael Lee,trial_verdict,pending,71261655,6396224,granted,denied,routing_optimization_engine,false,
C-2020-1009,1:20-cv-1009,N.D. Ill.,federal,Hon. Lisa K. Monroe,2020-06-23,2023-11-15,trade_secret_misappropriation,enterprise_software,plaintiff,Brighton & Cole,"Mark Hastings",Priya Natarajan,trial_verdict,them,105999616,0,granted,denied,portfolio_risk_signals,false,
C-2020-1010,1:20-cv-1010,C.D. Cal.,federal,Hon. Evelyn S. Park,2020-11-05,2024-11-11,trade_secret_misappropriation,cloud_infrastructure,plaintiff,Hartley King & Cole,"Julia Hartley",Daniel Cho,trial_verdict,pending,47065819,7962650,granted_in_part,denied,portfolio_risk_signals,true,partially_reversed
C-2020-1011,1:20-cv-1011,D. Mass.,federal,Hon. Robert T. Hayes,2020-03-14,2022-10-17,trade_secret_misappropriation,developer_tools,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Priya Natarajan,pretrial_dismissal,them,65042572,0,denied,granted,usage_analytics_schema,false,
C-2020-1012,1:20-cv-1012,W.D. Wash.,federal,Hon. Megan L. Chu,2020-09-13,,trade_secret_misappropriation,biotech,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Michael Lee,summary_judgment,pending,124053773,8496546,granted,denied,source_code; customer_segments,false,
C-2020-1013,1:20-cv-1013,S.D. Tex.,federal,Hon. Carlos M. Ortiz,2020-11-16,2022-09-22,trade_secret_misappropriation,oilfield_services,plaintiff,Brighton & Cole,"Mark Hastings",Priya Natarajan,settlement,them,31751636,0,granted_in_part,granted_in_part,usage_analytics_schema,false,
C-2020-1014,1:20-cv-1014,E.D. Tex.,federal,Hon. Carlos M. Ortiz,2020-06-28,,trade_secret_misappropriation,logistics,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Michael Lee,pretrial_dismissal,pending,41522495,3451654,granted_in_part,denied,source_code; customer_segments,false,
C-2020-1015,1:20-cv-1015,N.D. Cal.,federal,Hon. Rebecca L. Ames,2020-09-07,,trade_secret_misappropriation,logistics,plaintiff,Brighton & Cole,"Mark Hastings",Michael Lee,summary_judgment,pending,44589169,8278622,granted_in_part,granted_in_part,lookalike_model_features,false,
C-2020-1016,1:20-cv-1016,D. Del.,federal,Hon. Samuel J. Kerr,2020-01-08,2024-06-18,trade_secret_misappropriation,financial_analytics,plaintiff,Ridgeway & Stone,"Peter Ridgeway",Michael Lee,trial_verdict,them,118126641,0,denied,denied,personalization_models,true,partially_reversed
C-2020-1017,1:20-cv-1017,S.D.N.Y.,federal,Hon. Angela P. Rivera,2020-11-04,,trade_secret_misappropriation,adtech,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Daniel Cho,settlement,pending,121635177,16556753,granted_in_part,granted,lookalike_model_features,false,
C-2020-1018,1:20-cv-1018,N.D. Ill.,federal,Hon. Lisa K. Monroe,2020-07-15,,trade_secret_misappropriation,logistics,plaintiff,Brighton & Cole,"Mark Hastings",Daniel Cho,trial_verdict,pending,62617761,1900804,denied,denied,personalization_models,false,
C-2020-1019,1:20-cv-1019,C.D. Cal.,federal,Hon. Evelyn S. Park,2020-04-12,,trade_secret_misappropriation,biotech,plaintiff,Merritt Shaw LLP,"Sarah Merritt",Priya Natarajan,summary_judgment,pending,22855901,3451066,denied,granted,autoscaling_strategies,false,
